1.458333333333333426e-01,3.333333333333333148e-01,2.083333333333333426e-01,2.916666666666666852e-01,6.250000000000000000e-01,2.083333333333333218e-02,8.333333333333332871e-02,6.250000000000000000e-02,3.125000000000000000e-01,3.437500000000000000e+00
1.063829787234042562e-01,1.702127659574468044e-01,4.255319148936170248e-01,3.404255319148936088e-01,7.446808510638297518e-01,4.255319148936170109e-02,2.127659574468085055e-02,2.127659574468085055e-02,1.063829787234042562e-01,3.595744680851063801e+00
1.739130434782608647e-01,3.478260869565217295e-01,1.304347826086956486e-01,1.739130434782608647e-01,6.521739130434782428e-02,2.826086956521738913e-01,4.130434782608695676e-01,2.391304347826087029e-01,1.521739130434782705e-01,3.739130434782608869e+00
1.190476190476190410e-01,1.428571428571428492e-01,5.238095238095238360e-01,4.523809523809523836e-01,7.619047619047618625e-01,2.380952380952380820e-02,0.000000000000000000e+00,2.380952380952380820e-02,1.428571428571428492e-01,3.761904761904761862e+00
4.545454545454545581e-02,2.954545454545454697e-01,3.181818181818181768e-01,5.227272727272727071e-01,3.181818181818181768e-01,4.545454545454545581e-02,6.818181818181817677e-02,1.818181818181818232e-01,3.181818181818181768e-01,3.840909090909090828e+00
1.063829787234042562e-01,2.127659574468085124e-01,2.127659574468085124e-01,2.978723404255319007e-01,5.531914893617021489e-01,6.382978723404254817e-02,2.340425531914893664e-01,1.276595744680850963e-01,1.276595744680850963e-01,3.744680851063829863e+00
3.404255319148936088e-01,8.510638297872340219e-02,1.489361702127659504e-01,8.510638297872340219e-02,1.063829787234042562e-01,2.127659574468085124e-01,8.085106382978722861e-01,1.489361702127659504e-01,2.127659574468085055e-02,3.659574468085106336e+00
8.695652173913043237e-02,2.826086956521738913e-01,3.260869565217391353e-01,3.043478260869565410e-01,4.782608695652174058e-01,4.347826086956521618e-02,1.956521739130434867e-01,1.521739130434782705e-01,1.521739130434782705e-01,3.565217391304347672e+00
1.136363636363636326e-01,2.727272727272727071e-01,3.181818181818181768e-01,4.090909090909091161e-01,4.772727272727272929e-01,4.545454545454545581e-02,6.818181818181817677e-02,2.272727272727272790e-02,3.636363636363636465e-01,3.500000000000000000e+00
2.765957446808510745e-01,2.127659574468085124e-01,2.127659574468085055e-02,4.255319148936170109e-02,2.127659574468085055e-02,5.106382978723403854e-01,6.382978723404255650e-01,2.127659574468085124e-01,2.127659574468085055e-02,3.680851063829787329e+00
4.255319148936170109e-02,2.978723404255319007e-01,2.340425531914893664e-01,3.829787234042553168e-01,3.617021276595744905e-01,4.255319148936170109e-02,6.382978723404254817e-02,1.276595744680850963e-01,3.829787234042553168e-01,3.595744680851063801e+00
3.137254901960784270e-01,5.882352941176470507e-02,1.568627450980392135e-01,1.568627450980392135e-01,1.568627450980392135e-01,7.843137254901960675e-02,7.450980392156862919e-01,7.843137254901960675e-02,3.921568627450980338e-02,3.666666666666666519e+00
2.127659574468085055e-02,3.191489361702127825e-01,1.489361702127659504e-01,4.042553191489361430e-01,3.829787234042553168e-01,1.489361702127659504e-01,2.127659574468085055e-02,2.340425531914893664e-01,2.553191489361701927e-01,3.702127659574467877e+00
1.224489795918367319e-01,2.040816326530612290e-01,3.061224489795918435e-01,3.265306122448979331e-01,3.877551020408163129e-01,8.163265306122448328e-02,1.428571428571428492e-01,1.632653061224489666e-01,1.224489795918367319e-01,3.653061224489795755e+00
6.818181818181817677e-02,3.409090909090908839e-01,2.954545454545454697e-01,4.545454545454545303e-01,3.636363636363636465e-01,2.272727272727272790e-02,2.272727272727272790e-02,9.090909090909091161e-02,4.545454545454545303e-01,3.636363636363636243e+00
9.090909090909091161e-02,2.727272727272727071e-01,4.545454545454545581e-02,4.545454545454545581e-02,2.272727272727272790e-02,7.045454545454545858e-01,1.136363636363636326e-01,6.363636363636363535e-01,1.363636363636363535e-01,3.772727272727272929e+00
1.025641025641025605e-01,1.794871794871794879e-01,6.410256410256410797e-01,4.871794871794871695e-01,7.179487179487179516e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.128205128205128027e-02,2.051282051282051211e-01,3.666666666666666519e+00
3.725490196078431460e-01,1.764705882352941291e-01,5.882352941176470507e-02,1.176470588235294101e-01,1.176470588235294101e-01,9.803921568627450844e-02,8.039215686274510109e-01,3.921568627450980338e-02,0.000000000000000000e+00,3.745098039215686292e+00
1.063829787234042562e-01,3.404255319148936088e-01,3.404255319148936088e-01,2.765957446808510745e-01,4.680851063829787329e-01,4.255319148936170109e-02,4.255319148936170109e-02,1.063829787234042562e-01,2.127659574468085124e-01,3.744680851063829863e+00
8.888888888888889228e-02,4.222222222222222210e-01,1.555555555555555580e-01,3.111111111111111160e-01,5.111111111111110716e-01,4.444444444444444614e-02,6.666666666666666574e-02,2.000000000000000111e-01,2.888888888888888618e-01,3.688888888888889106e+00
1.555555555555555580e-01,2.222222222222222099e-01,4.000000000000000222e-01,2.666666666666666630e-01,6.222222222222222321e-01,2.222222222222222307e-02,2.000000000000000111e-01,4.444444444444444614e-02,8.888888888888889228e-02,3.755555555555555536e+00
2.250000000000000056e-01,2.999999999999999889e-01,5.000000000000000000e-01,1.250000000000000000e-01,4.500000000000000111e-01,7.499999999999999722e-02,4.249999999999999889e-01,1.000000000000000056e-01,7.499999999999999722e-02,3.725000000000000089e+00
1.521739130434782705e-01,4.782608695652174058e-01,4.347826086956521618e-02,8.695652173913043237e-02,4.347826086956521618e-02,3.695652173913043237e-01,6.086956521739130821e-01,1.086956521739130405e-01,8.695652173913043237e-02,3.695652173913043459e+00
1.020408163265306145e-01,2.244897959183673464e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163265306122448328e-02,4.285714285714285476e-01,5.510204081632652517e-01,4.081632653061224580e-01,8.163265306122448328e-02,3.795918367346938993e+00
1.956521739130434867e-01,4.565217391304347561e-01,1.521739130434782705e-01,2.608695652173912971e-01,2.608695652173912971e-01,4.347826086956521618e-02,2.391304347826087029e-01,2.173913043478260809e-01,1.521739130434782705e-01,3.826086956521739246e+00
2.727272727272727071e-01,2.727272727272727071e-01,2.272727272727272790e-02,2.045454545454545581e-01,2.272727272727272790e-02,3.409090909090908839e-01,6.590909090909090606e-01,2.272727272727272652e-01,6.818181818181817677e-02,3.750000000000000000e+00
1.000000000000000056e-01,6.999999999999999556e-01,0.000000000000000000e+00,5.000000000000000278e-02,2.500000000000000139e-02,7.500000000000000000e-01,5.000000000000000278e-02,4.000000000000000222e-01,2.000000000000000111e-01,3.500000000000000000e+00
2.962962962962962798e-01,7.407407407407406996e-02,2.407407407407407274e-01,5.555555555555555247e-02,3.888888888888888951e-01,0.000000000000000000e+00,6.296296296296296502e-01,3.703703703703703498e-02,0.000000000000000000e+00,3.555555555555555358e+00
1.458333333333333426e-01,2.708333333333333148e-01,2.708333333333333148e-01,2.708333333333333148e-01,4.166666666666666852e-01,2.083333333333333218e-02,1.250000000000000000e-01,8.333333333333332871e-02,3.333333333333333148e-01,3.562500000000000000e+00
4.782608695652174058e-01,3.695652173913043237e-01,2.173913043478260809e-02,2.173913043478260809e-02,1.086956521739130405e-01,4.130434782608695676e-01,5.652173913043477826e-01,2.173913043478260809e-02,0.000000000000000000e+00,3.695652173913043459e+00
8.510638297872340219e-02,1.914893617021276584e-01,2.765957446808510745e-01,5.106382978723403854e-01,4.893617021276595591e-01,4.255319148936170109e-02,2.127659574468085055e-02,8.510638297872340219e-02,2.553191489361701927e-01,3.723404255319148870e+00
6.818181818181817677e-02,2.272727272727272652e-01,2.045454545454545581e-01,3.636363636363636465e-01,4.318181818181818232e-01,2.272727272727272790e-02,1.136363636363636326e-01,4.545454545454545581e-02,2.954545454545454697e-01,3.704545454545454586e+00
0.000000000000000000e+00,1.428571428571428492e-01,3.428571428571428603e-01,3.428571428571428603e-01,6.571428571428571397e-01,0.000000000000000000e+00,5.714285714285714107e-02,5.714285714285714107e-02,3.142857142857142794e-01,3.714285714285714413e+00
2.399999999999999911e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01,2.800000000000000266e-01,4.000000000000000083e-02,6.400000000000000133e-01,8.000000000000000167e-02,4.000000000000000083e-02,3.560000000000000053e+00
1.176470588235294101e-01,5.882352941176470507e-02,2.352941176470588203e-01,1.764705882352941291e-01,7.058823529411765163e-01,0.000000000000000000e+00,5.882352941176470507e-02,1.176470588235294101e-01,1.764705882352941291e-01,3.529411764705882248e+00
